tipo_hotel,cancelada,dias_anticipacion,anio_llegada,mes_llegada,noches_finde,noches_semana,adultos,ninos,regimen_comida,pais_origen,canal_reserva,tipo_deposito,tipo_cliente,tarifa_diaria,solicitudes_especiales,estado_reserva
City Hotel,1,67,2016,May,0,2,2,0.0,SC,ESP,Online TA,No Deposit,Transient,116.1,0,Canceled
City Hotel,1,22,2016,May,0,2,2,2.0,BB,ITA,Online TA,No Deposit,Transient,221.0,1,No-Show
City Hotel,1,91,2016,May,1,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient-Party,140.4,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,56,2016,May,0,2,2,0.0,SC,ITA,Online TA,No Deposit,Transient,116.1,0,Canceled
City Hotel,1,91,2016,May,1,2,2,1.0,BB,FRA,Online TA,No Deposit,Transient-Party,140.4,0,Canceled
City Hotel,0,309,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,91,2016,May,1,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient-Party,140.4,0,Canceled
City Hotel,0,129,2016,May,1,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient,121.5,1,Check-Out
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,74,2016,May,1,2,2,1.0,BB,BGR,Online TA,No Deposit,Transient,143.1,2,Canceled
City Hotel,1,68,2016,May,1,2,2,1.0,BB,FRA,Online TA,No Deposit,Transient,198.9,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,91,2016,May,1,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient-Party,198.9,0,Canceled
City Hotel,1,99,2016,May,1,2,3,0.0,BB,DEU,Online TA,No Deposit,Transient,159.3,0,Canceled
City Hotel,1,68,2016,May,1,2,2,1.0,BB,FRA,Online TA,No Deposit,Transient,140.4,0,Canceled
City Hotel,1,38,2016,May,1,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient,140.4,0,Canceled
City Hotel,1,45,2016,May,1,2,3,0.0,BB,PRT,Online TA,No Deposit,Transient,194.73,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,0,309,2016,May,1,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,0,129,2016,May,1,2,1,0.0,BB,DEU,Online TA,No Deposit,Transient,121.5,1,Check-Out
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,91,2016,May,1,2,2,1.0,BB,FRA,Online TA,No Deposit,Transient-Party,140.4,0,Canceled
City Hotel,1,91,2016,May,1,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient-Party,140.4,0,Canceled
City Hotel,1,68,2016,May,1,2,2,1.0,BB,FRA,Online TA,No Deposit,Transient,140.4,0,Canceled
City Hotel,1,91,2016,May,1,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient-Party,140.4,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,309,2016,May,1,2,2,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient-Party,101.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,1,273,2016,May,1,2,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,95.0,0,Canceled
City Hotel,0,159,2016,May,2,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient,114.75,1,Check-Out
City Hotel,0,129,2016,May,1,2,1,0.0,BB,USA,Online TA,No Deposit,Transient,121.5,1,Check-Out
City Hotel,1,68,2016,May,1,2,2,1.0,BB,FRA,Online TA,No Deposit,Transient,198.9,0,Canceled
City Hotel,1,123,2016,May,2,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient,113.55,0,Canceled
City Hotel,0,159,2016,May,2,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient,114.75,1,Check-Out
City Hotel,0,132,2016,May,2,2,2,0.0,BB,AUT,Online TA,No Deposit,Transient,113.05,1,Check-Out
City Hotel,1,51,2016,May,2,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient,140.4,0,Canceled
City Hotel,1,12,2016,May,2,2,2,2.0,BB,ESP,Online TA,No Deposit,Transient,216.0,0,Canceled
City Hotel,0,132,2016,May,2,2,2,0.0,BB,AUT,Online TA,No Deposit,Transient,113.05,1,Check-Out
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,10,2016,May,2,3,1,2.0,BB,GBR,Online TA,No Deposit,Transient,215.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,57,2016,May,2,3,2,0.0,SC,NLD,Online TA,No Deposit,Transient,109.65,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,76,2016,May,2,3,2,0.0,BB,HUN,Online TA,No Deposit,Transient,119.85,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,57,2016,May,2,3,2,0.0,BB,DEU,Online TA,No Deposit,Transient,119.85,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,276,2016,May,2,3,2,0.0,BB,PRT,Offline TA/TO,Non Refund,Transient,61.0,0,Canceled
City Hotel,1,56,2016,May,2,5,2,0.0,BB,AUT,Online TA,No Deposit,Transient,132.6,0,Canceled
City Hotel,1,43,2016,May,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,140.4,0,Canceled
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,60,2016,May,1,1,2,2.0,BB,FRA,Online TA,No Deposit,Transient,198.9,0,Canceled
City Hotel,1,46,2016,May,1,1,2,2.0,BB,ESP,Online TA,No Deposit,Transient,198.9,0,Canceled
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,1,36,2016,May,1,1,3,0.0,BB,FRA,Online TA,No Deposit,Transient,159.3,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,32.5,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,PRT,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,1,121,2016,May,1,1,2,0.0,HB,PRT,Groups,Non Refund,Transient,96.0,0,Canceled
City Hotel,1,25,2016,May,2,1,2,1.0,BB,GBR,Online TA,No Deposit,Transient,152.33,0,Canceled
City Hotel,1,63,2016,May,1,1,3,0.0,HB,ESP,Online TA,No Deposit,Transient,210.6,0,Canceled
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,0,297,2016,May,1,1,2,0.0,BB,FRA,Groups,No Deposit,Transient-Party,65.0,0,Check-Out
City Hotel,1,0,2016,May,0,1,2,2.0,BB,PRT,Online TA,No Deposit,Transient,221.0,1,No-Show
City Hotel,1,80,2016,May,2,1,2,0.0,BB,AUT,Online TA,No Deposit,Transient,126.9,0,Canceled
City Hotel,1,79,2016,May,2,1,3,0.0,BB,NLD,Online TA,No Deposit,Transient,159.3,0,Canceled
City Hotel,0,133,2016,May,2,2,2,0.0,BB,NLD,Online TA,No Deposit,Transient,113.05,0,Check-Out
City Hotel,0,136,2016,May,2,2,2,0.0,BB,NOR,Online TA,No Deposit,Transient,113.05,1,Check-Out
City Hotel,1,81,2016,May,2,2,2,0.0,BB,ITA,Online TA,No Deposit,Transient,119.85,0,Canceled
City Hotel,1,72,2016,May,2,2,2,0.0,BB,ESP,Online TA,No Deposit,Transient,119.85,1,Canceled
City Hotel,1,121,2016,May,2,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient,113.05,0,Canceled
City Hotel,1,85,2016,May,2,4,2,0.0,SC,ITA,Online TA,No Deposit,Transient,109.65,0,Canceled
City Hotel,1,50,2016,May,2,4,2,2.0,BB,ARE,Online TA,No Deposit,Transient,241.59,0,Canceled
City Hotel,0,138,2016,May,2,5,2,0.0,BB,FRA,Online TA,No Deposit,Transient,105.28,1,Check-Out
City Hotel,1,191,2016,May,1,0,2,0.0,BB,PRT,Online TA,No Deposit,Transient,106.2,1,Canceled
City Hotel,1,21,2016,May,1,0,3,0.0,HB,CHN,Online TA,No Deposit,Transient,210.6,0,Canceled
City Hotel,1,81,2016,May,2,0,2,0.0,BB,PRT,Groups,No Deposit,Transient-Party,90.0,0,Canceled
City Hotel,1,81,2016,May,2,0,2,0.0,BB,PRT,Groups,No Deposit,Transient-Party,90.0,0,Canceled
City Hotel,1,81,2016,May,2,0,2,0.0,BB,PRT,Groups,No Deposit,Transient-Party,90.0,0,Canceled
City Hotel,0,132,2016,May,2,1,2,2.0,BB,DEU,Direct,No Deposit,Transient-Party,171.9,0,Check-Out
City Hotel,1,129,2016,May,2,1,1,1.0,BB,DEU,Direct,No Deposit,Transient-Party,94.5,0,Canceled
City Hotel,1,127,2016,May,2,1,2,0.0,BB,FRA,Direct,No Deposit,Transient,103.5,0,Canceled
City Hotel,1,139,2016,May,2,1,1,0.0,BB,DEU,Online TA,No Deposit,Transient-Party,99.9,0,Canceled
City Hotel,1,63,2016,May,2,1,2,0.0,BB,BRA,Online TA,No Deposit,Transient,126.9,0,Canceled
City Hotel,1,36,2016,May,2,1,2,0.0,BB,CHE,Direct,No Deposit,Transient,118.65,2,Canceled
City Hotel,0,139,2016,May,2,1,3,0.0,BB,DEU,Online TA,No Deposit,Transient-Party,105.3,0,Check-Out
City Hotel,0,132,2016,May,2,1,2,0.0,BB,GBR,Online TA,No Deposit,Transient,114.3,1,Check-Out
City Hotel,0,131,2016,May,2,1,2,0.0,BB,BEL,Direct,No Deposit,Transient,135.9,2,Check-Out
City Hotel,0,134,2016,May,2,2,2,0.0,SC,FRA,Online TA,No Deposit,Transient,89.25,1,Check-Out
City Hotel,1,30,2016,May,2,2,2,0.0,BB,FRA,Online TA,No Deposit,Transient,126.9,1,Canceled
City Hotel,0,141,2016,May,2,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient-Party,104.55,1,Check-Out
City Hotel,1,42,2016,May,2,2,2,2.0,BB,THA,Online TA,No Deposit,Transient,198.9,0,Canceled
City Hotel,1,126,2016,May,2,2,2,0.0,SC,CHE,Online TA,No Deposit,Transient,89.25,0,Canceled
City Hotel,1,77,2016,May,2,2,3,0.0,BB,BRA,Online TA,No Deposit,Transient,150.45,1,Canceled
City Hotel,0,141,2016,May,2,2,2,0.0,BB,DEU,Online TA,No Deposit,Transient-Party,104.55,2,Check-Out
City Hotel,1,116,2016,May,2,3,2,0.0,SC,FRA,Online TA,No Deposit,Transient,89.25,0,Canceled
City Hotel,1,74,2016,May,2,3,2,0.0,BB,DEU,Online TA,No Deposit,Transient,132.6,0,Canceled
City Hotel,1,66,2016,May,2,3,1,3.0,BB,AGO,Direct,No Deposit,Transient,193.5,0,Canceled
City Hotel,1,81,2016,May,2,3,2,2.0,BB,DEU,Online TA,No Deposit,Transient,135.15,0,Canceled
City Hotel,1,81,2016,May,2,3,2,1.0,BB,DEU,Online TA,No Deposit,Transient,187.85,0,Canceled
City Hotel,1,102,2016,May,6,13,1,0.0,BB,AGO,Online TA,No Deposit,Transient,132.6,1,Canceled
City Hotel,1,17,2016,May,4,8,1,0.0,BB,PRT,Aviation,No Deposit,Transient,110.0,0,No-Show
City Hotel,1,1,2016,May,1,0,1,0.0,BB,PRT,Online TA,No Deposit,Transient,105.0,0,Canceled
City Hotel,1,7,2016,May,1,0,1,0.0,BB,BRA,Online TA,No Deposit,Transient,97.0,0,Canceled
City Hotel,1,41,2016,May,1,0,2,0.0,BB,GBR,Online TA,No Deposit,Transient,126.9,0,Canceled
City Hotel,1,21,2016,May,1,0,3,0.0,BB,BRA,Online TA,No Deposit,Transient,157.0,0,Canceled
City Hotel,1,35,2016,May,1,1,2,2.0,BB,CHN,Online TA,No Deposit,Transient,179.01,0,Canceled
City Hotel,1,6,2016,May,1,1,1,0.0,BB,PRT,Direct,No Deposit,Transient,101.7,0,Canceled
City Hotel,1,84,2016,May,1,2,2,0.0,BB,AUS,Online TA,No Deposit,Transient,126.9,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,63,2016,May,1,2,1,0.0,BB,PRT,Corporate,No Deposit,Transient-Party,130.0,1,No-Show
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
City Hotel,1,451,2016,May,1,2,2,0.0,BB,PRT,Groups,Non Refund,Transient,60.0,0,Canceled
