Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
1572,862,48,Too low cut,"Gorgeous color and great price, but too low cut and because of the design, a cami's wouldn't work. disappointed",2,0,1,General,Tops,Knits
13554,611,38,Very cute!,"I was not sure whether i would like an xs or a s. rompers can be tricky. i am 5'6"" 123lbs. i went ahead and ordered the xs and it is perfect. it is just long enough in the body for me. the shorts length is perfect, not too short or too long. i can't wait to wear this!",5,1,0,General Petite,Bottoms,Pants
15785,907,51,Poppy pocket tunic revie,"I liked everything about this tunic except the way that it looked on me. the fabric was great - not too heavy, not too light. the design was cute and i loved the colors (i got the yellow). it was cut well, and a good length for me (i am 5'2""). that being said, i am curvy and i felt like i looked even rounder in this top. if i was 6-8"" taller it probably would have been perfect.",5,1,0,General,Tops,Fine gauge
1017,1154,44,Worth every penny!,This bra is so well made and fits beautifully.,5,1,0,Initmates,Intimate,Intimates
1189,1060,64,Adorable,"A sales associate found this for me at my local retailer. i probably would have never thought to try it on. i am 5'1'' and normally a size 8 or a medium. the size small was still too large, so i ordered a size small petite. it fits perfectly, looks adorable on, and is so comfortable. i can't wait for the warm weather to wear it!",5,1,0,General Petite,Bottoms,Pants
16016,1056,45,Perfect chinos,"Love these chinos! they are so soft, have the right amount of stretch for a curvy figure, and the colors are great. i have purchased the khaki and blue so far. the blue color has the perfect washed/faded look. i love that they have petite sizes available. i will be stocking up on the other colors.",5,1,5,General,Bottoms,Pants
7764,850,41,,My favorite for work or going out. the perfect black shirt.,5,1,0,General Petite,Tops,Blouses
6204,1202,31,Bright and happy,"The colors are amazing. so vibrant and plentiful. the arm holes are fairly generous but not bad. i think it just adds to the loose fitting nature of the dress. i got a medium.. i'm 170 with a small chest. medium is my norm for maeve. the buttons in the back are difficult, you need help getting on, but getting off you can do solo. this dress makes your shoulders look really good!! it sits in a very flattering way.",5,1,0,General Petite,Dresses,Dresses
19365,1008,36,A little sparkle goes a long way,I love this skirt. it fits perfectly. great to transition from work to after-work event. very comfy. got lots of complements.,5,1,0,General Petite,Bottoms,Skirts
1968,862,63,,"This is a very classy sweater/jacket. it is a beautiful color. i had not even noticed it until it was on sale, and then read all the favorable reviews. it can be dressy or casual as seen in this photo! so glad i got it!",5,1,0,General Petite,Tops,Knits
9882,961,31,Vest obsessed,"I'm in love, i'm in love, and i don't care who knows it. i bought this vest on a whim and i'm so glad i did. it's so soft and cozy. the medium brown color makes it highly versatile as well. i've tried the faux fur vests and they are too bulky for my taste, but this was not bulky at all. warm and hangs well. i am 5'5"", 135lbs, curvy/athletic frame and the small was just right. try this vest on...i promise you will be in love!",5,1,9,General,Jackets,Jackets
12593,984,46,The best!!,"I tried this on (in the store) on a whim....then had to have it!! i'm normally a small but really loved the way the medium fit. good thing because it was the last jacket like it in the store!! super soft, comfy...a great purchase!! fur is removable for easy washing or a different look!!!",5,1,0,General Petite,Jackets,Jackets
5151,865,38,Cute but huge,I'm wearing this shirt right now. i'm usually a large in tops. i bought a medium and i'm kinda wishing i got a small instead. it's very swingy. its super cute but size down at least one size maybe two,5,1,0,General,Tops,Knits
13340,836,35,Staple with a twist,"Love the crochet detail on the back. yes, it does show the bottom band of your bra. i think i'm okay with that. i had on a magenta colored bra when i tried this on and it was a nice pop of color. i think the top runs tts to slightly big. if you're in between sizes i would go down. i am a 34b and i ordered a size 4. so i haven't tried on the 2 but i think it would fit too and not be quite as loose in the arm hole area. i'm sure this top will sell out before it hits sale.",5,1,4,General Petite,Tops,Blouses
20587,835,43,Great tunic!,"I was looking for something to wear on jeans fridays. this tunic is super cute and looks great with jeggings. i did find the sizing small for me, but i am busty.",5,1,0,General,Tops,Blouses
14380,1078,42,Run small but great color,"This dress looks great with bright color, but size runs small.",5,1,0,General Petite,Dresses,Dresses
6470,907,41,Pretty sweater,This sweater is quite lovely. the yarn is light and delicate and the sweater is over all very feminine and figure flattering. i bought the light red color which is quite attractive and i'm not usually a fan of reds and pinks. this sweater can be worn casually with jeans or more dressed up for the office. anyone that is looking for a sweater that can be worn with almost anything should defiantly consider this one.,5,1,0,General,Tops,Fine gauge
9726,1022,49,,,5,1,0,General,Bottoms,Jeans
4320,1081,47,"Love this dress. if they make more, i'll buy more","I love this dress! the design is simple, colors and patterns are eye-catching but not over the top. cutting is perfect for me and very flattering. the material is flowy not clingy. it is a piece of easy, no-hassle garment that i would love to wear everyday and make it my uniform. seriously, it doesn't get better than that. if they make more of this style with different colors and patterns, i will just buy them blindly.

a word of caution: the dress does have slightly bigger armholes so some pe",5,1,0,General,Dresses,Dresses
19755,965,26,Perfect for california winters,"This sweater/coat is great. it super comfortable. it's perfect for my california winters! it could be layered for colder areas. this piece definitely runs large- like really large. i went with an xs instead of my usual small or medium. it is meant to be boxy, and still is but sizing down allowed for it to be more flattering. i'd definitely say go in store and try it on, you'll love it!",5,1,3,General Petite,Jackets,Jackets
19358,867,49,Perfect fitting white top,It is the cutest detailed little white top. i recommend this because you can wear it anywhere and dress it up with a scarf.,5,1,0,General Petite,Tops,Knits
16676,868,57,,"The light red color is really nice. i ordered an xs but usually order small, because of the cut and it was perfect. the fabric is heavy but loose. the collar stands up nicely and the buttons lay flat. i purchased this beautiful piece on sale, but i would have paid full price.",5,1,0,General,Tops,Knits
20991,1078,35,Effortless for summer,"Caught my eye at checkout, and had to run back to the dressing room for a quick try-on, which ended up being a great call! the dress is super easy and flattering, as the lining keeps it skimming over my hourglass shape. the fabric has a sweet floral texture, and the gathering takes a basic shape and makes it interesting. i'm 5'4"" and it came just above the knee in front, while the back was a bit longer (another flattering feature). this is going to be a summer go-to!",5,1,3,General,Dresses,Dresses
3935,1081,55,Lovely just lovely,Someone recommended to size up if u have large breast and i am glad i did! it fits like a dream! this is the cutest dot dress i have ever tried.,5,1,0,General Petite,Dresses,Dresses
6678,909,57,Sweater not as shown in photo,"Much to my surprise when i tried on this sweater i found that it was cut in a bell shape and not at all fitted or straight like in the photo. when i pulled it out of the package i thought i'd ordered the wrong size because the shoulders looked so narrow. but when i tried it on the shoulders fit perfectly, with beautiful detail and high quality material, but the sweater belling out to a very wide shape. it is very wide at the hip and looks out of proportion. it doesn't look anything like the phot",1,0,17,General,Tops,Fine gauge
2127,1072,60,Perfectly adorable!!!!!,"This is the perfect dress! for summer, fall, winter or spring, it is flattering and looks cute with booties, flip flops, brogues or barefoot! runs a teeny bit large - i wear a small to medium and the small is perfect! i might just buy the other color it comes in!!!!",5,1,0,General Petite,Dresses,Dresses
13986,343,25,Sleek and fun,Very nice long-sleeved shirt. the fabric is soft and warm. you can wear it on its own or easily compliment with a jacket.,5,1,1,Initmates,Intimate,Layering
23196,1122,28,,"I loved how this looked on the model, however, once i tried on in store, i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.",2,0,3,General,Jackets,Outerwear
5927,917,64,Love the blue in this top,"I love the tie-dye look! i ordered the blue color in my usual size small. fit is tts. love it!. just a fyi: 1. on mine, one arm is a darker blue tie-dye, the other is very light (color variation). 2. the white band on the mock-neck doesn't give much, so be careful when putting on/taking off.  i think it's pricey, but ordered during the promo so that made it better. it came yesterday, put it on w/ my washed blue skinny jeans, out to dinner we went!",5,1,0,General,Tops,Fine gauge
20616,1112,44,"Beautiful, elegant and soooo soft","I can't stop rubbing the faux fur. faux fur can be cheap and tacky but this looks and feels beautiful. it has two hook and eyes and comes with a third which i used to add another hook on top, above my bust. its roomy so size down if you want it fitted. i'm 5'1"" and 120 with a 34 c bust and a short torso and i got a small. i could have worn the xs but i like the fact that the small allows for a good weight cashmere sweater underneath without feeling tight. the hood is the best part. it's so drama",5,1,0,General,Jackets,Outerwear
20629,416,27,,Very cute!! true to size,5,1,0,Initmates,Intimate,Swim
2052,850,26,Very flattering,"I usually don't even consider this style of shirt, but i was intrigued by its soft fabric and texture. honestly, i love this shirt! it is so flattering and a perfect staple for any closet! i can wait to wear it out and about!",5,1,1,General Petite,Tops,Blouses
14709,828,44,So cute,"This top is great! it looks much better in person. it's still kind of a faded look but it's not as light as shown here. also, the exact location of the plaid is different on each top. it runs just a tiny bit large but i liked it loose so took my normal size. there is another fabric lining the front in a very cute print. will be a nice, loose and cool top for summer. love the tie in the back as well.",5,1,0,General,Tops,Blouses
15058,886,48,Pretty embroidery,I went a size down on this top. it was to billowy in my regular size. it has the elastic waist but it was bunching up too much in that area. i love the embroidery. . it is gorgeous. . will have to hand wash for sure.,5,1,0,General,Tops,Knits
15053,864,42,,Stylish or comfy - often the choice when looking for casual but not with this top! it's comfy and cozy and stylish to boot. the sleeves are fun and create a nice line of interest. you can pair this with jeans for a casual day or dress it up with slacks and heels and be comfy either way.,5,1,0,General,Tops,Knits
13205,1033,32,Love more than i thought!,"I got size 26 and they don't fit me as ankle, they fit me as long skinnies, but the quality is so good. they're smooth and stretchy, but they feel thick enough that when you pull them on you can tell it's quality denim. a great pant buy if you're looking for soft as butter grey jeans.",5,1,0,General,Bottoms,Jeans
3276,1035,38,I love them.,I actually love these jeans. i feel they run true to size. i actually love the button detailing at the bottom. makes them unique and different from the other jeans in my closet. i can wear them dressed up with heels or wear with sandals.,5,1,6,General,Bottoms,Jeans
7404,1075,42,Disappointing purchase,"This dress looks very beautiful on the model shown. unfortunately, when i tried it on, it did not flow as nicely as i would have liked it to. i also didn't care much for the waist ties on the side. an elastic waist might have been better.",2,0,0,General,Dresses,Dresses
13117,1094,42,,"I'm a 34c and 136 lbs. the dress falls just below my knees, perfect for the colder weather! i bought this in m in two colors because i love it so much! the fit is so flattering and the material is so soft and comfortable. i continue to find maeve dresses classic, quality, flattering and comfortable!",5,1,0,General,Dresses,Dresses
6218,829,41,Cute summer top,"This is a great light, free flowing top for the summer. i agree with the other reviewers that the top section hits in a weird area, but if you are small busted, you won't be affected. it can be dressed up or down with jewelry and offers a whimsical option to a plain white blouse for the summer!",5,1,1,General,Tops,Blouses
13307,836,70,Great quality chambray top,"Chambray top that is soft, but thick/heavy so it drapes well and is very flattering on. untucked, the top is shorter in the front and longer in the back. it hangs like a tunic, almost a-line so do not size up or you will have too much material. i am a sz small in most retailer clothing, and the sz 2 fit nicely. sz 4 was too loose around my arms, and the sz 0 was too tight around my chest. nice neckline and a pop of surprise with the gorgeous lace detail in the back.",5,1,8,General Petite,Tops,Blouses
15265,864,26,Sherbrooke peplum top,"Fits great, comfortable!",5,1,0,General,Tops,Knits
15257,862,59,Great top and a great price,"This top also caught my eye in my local store, and being a devoted deletta lover, i had to buy. it is a straight, slim fit, so i bought a medium, instead of my usual small, to glide over my curvy lower half. it's thin, finely woven knit, with two cute little buttons at the top of the side slit; the cut and longer length in the back is very flattering. i bought the heathered black and have worn with my black pilcro leggings; it's a great top to wear over leggings or skinny jeans; no belts with th",5,1,7,General Petite,Tops,Knits
17245,1104,39,,"Way too much fabric; sticks out like jodhpurs but from the hip - eek! might be a great dress in rayon or a drapey fabric, but the extra fabric just piles up on itself... the outer layer also doesn't feel like it will breath. add the cotton lining, and i think it will feel miserable in the heat of the texas summer. returning.",2,0,1,General,Dresses,Dresses
18210,1009,62,Use as a top!,"I decided to go shopping at my local co store and as soon as i walked in, i saw this skirt but it was used  as a top with green cropped summery pants on a mannequin. one of the lovely salesgirls decided she liked it better that way after she tried it as a top herself.  i tried it as well and love it as a top! she was small framed and my height and told me she sized up for comfort and she was correct. if used with a strapless bra, your regular size ( mine is a small) will be uncomfortable. howeve",5,1,13,General,Bottoms,Skirts
19068,850,58,So pretty!,I love this top! nice lightweight material but not too sheer. runs a little big and may be slightly too boxy for some people; for me it was perfect.,5,1,0,General,Tops,Blouses
8268,1060,59,My new favorite black pants!,"These pants are so great;style,beautiful soft fabric and love the length (i am 5'10""). i found the rise to be low and like the fact that that they sit at the hips. i had to size up from my usual size in this brand. very flattering and comfortable.",5,1,5,General Petite,Bottoms,Pants
1556,862,35,Nice,"Was scared at first to order this product, when i tried it on i was amazed on how good it looks. fits just like the model picture, and the material is awesome.",5,1,0,General,Tops,Knits
13467,253,32,Great fit,This top is awesome! it fits well and has a flattering shape. it's true to size and i love it!,5,1,2,Initmates,Intimate,Swim
4778,940,35,"Yay, a long one!","I really love everything about this cardigan. the detailing at the bottom part of the arms adds a lot, the color is highly versatile, it is a thicker fabric so it keeps you warm, and my favorite part is that it is long. i like longer cardigans that you can easily pair with skinny jeans. the only drawback is there is no way to close this cardigan, likely if i end up purchasing this i will also purchase some sort of broach to pin it with or pair it with one of the belts i have from retailer to",5,1,12,General,Tops,Sweaters
4557,820,59,Light draping style,"This blouse drapes and floats lightly like a dream. the dark black patterned top is not see-through which means you can easily wear it without having to layer. the length covers past your hips and the pattern is flattering.

the doubled-up buttons makes the blouse unique and it's comfortable enough to wear to work or with jeans from late summer into fall.",5,1,3,General,Tops,Blouses
20240,868,30,No,"Just a ginormous, shapeless shirt. runs extremely large. i am normally a medium to large in shirts and the medium was huge. i can only imagine an xs would work and i am no xtra small!",1,0,5,General,Tops,Knits
14164,866,29,Comfy and cute,"I like that you can dress this shirt up or down. go out, or lounge in it! very comfortable and i would recommend buying it.",5,1,0,General,Tops,Knits
22658,1082,52,Elegant and chic,"I just bought this and really think it is a great dress! it is conservative, and i will be able to wear it to teach or play the organ at my church. i am a church organist and college professor and need conservative clothes, yet i do not like to look ""frumpy."" this is cute and chic, yet conservative. also j got 25% because it is black friday. thank you retailer!!!",5,1,2,General,Dresses,Dresses
5116,678,38,Gorgeous... try it,"I tried the xs in store and waistband is very stretchy and the material is lightweight (feels delicate) and to the floor. fell in love with the watercolor print. this would be great as a quick cover up over a bikini. beware- if you plan on wearing this anywhere besides by the beach, make sure to rock your nude undies because the cream color is super see-thru, which is my least favorite part of this piece. i couldn't get to the petites sizes before they all sold out, so i'm crossing my fingers th",5,1,14,Initmates,Intimate,Sleep
14456,859,46,Ooooo! love this so much more than i thought,"This blouse is beautiful, and very versatile, as others have said. i seem to have been buying many maeve prints lately, and got used to that fit. this blouse fits slimmer, but not tight, and ends up extremely flattering. the arms are also a bit slimmer in cut but not too tight -- the fabric has a little give/stretch and so even f they aren't totally loose, it's still comfortable. the lace detail is subtle but pretty. i am going to wear this to death, i can tell.",5,1,1,General Petite,Tops,Knits
5533,877,54,Comfy but classy,This product is amazing. i love that it's comfortable and stylish at the same time. i love the unique color pattern and the length of this product. i also love that i can wear to any occasion and can dress it up or dress it down. it's very versatile and i love it.,5,1,0,General,Tops,Knits
9314,815,31,Great top,"I love this top, the detail and embroidery make it great for during the day or at night. the small fits me perfect and i don't wear it with a camisole like some have mentioned, but might if i wore it to work",5,1,0,General Petite,Tops,Blouses
275,1182,37,Great tee,"I could wear this every day, it is stylish and comfortable",5,1,0,General Petite,Tops,Knits
16579,916,59,Lovely top,I've been looking for an off the should sweater like this for over a year! looks great on and doesn't itch! can't wait for fall so i can wear it!,5,1,2,General Petite,Tops,Fine gauge
16454,123,62,These pants make me want to smile,"Saw these in the store and had to have them. i wear them rolled up. they are lightweight. whenever i wear them i want to smile. the birds with hats are so funny. i wear them to run errands, have worn them when flying, etc. can't say enough good things about these pants. they wash well, no ironing needed.",5,1,1,Initmates,Intimate,Sleep
21313,823,44,,"Gorgeous blouse, but a touch too large. i may return and try a small.",5,1,18,General Petite,Tops,Blouses
9376,854,36,Order in dress size,"Really great shirt, i made the mistake of ordering normal size (xs) and it was way too small. this is more like ordering in dress shirt size- so think 4, 6, 8, etc, definitely going to have to send back and order up to s or m. will be a keeper once i get the right fit!",5,1,16,General Petite,Tops,Knits
23200,1033,23,My new favorite!,"Let me start off my saying that i hate pants. i will wear dresses and skirts whenever possible to avoid them. however, i found these at my local retailer and just had to try them on because the pattern was so adorable. i have another pair of pilcro shorts that i love because they are so comfortable and have so much stretch to them that they don't make me crazy like other pants do. these were no exception! i love everything about them and am going to have a hard time not wanting to wear them every",5,1,0,General,Bottoms,Jeans
9832,1078,20,Retro diner girl chic,"When i first tried on this romper, i grabbed a 6 (my normal size) but because of my bust size, i could not even get the top half to cover me at all. i decided to give this romper another go a month later, and tried on the 8...it made all the difference! i love it, it fits amazing, and it is just too cool.",5,1,0,General Petite,Dresses,Dresses
12133,868,36,So comfortable and airy,"I was hesitant to buy this top after reading previous reviews, but i love it! granted, i am two months postpartum so i am looking for tops that are airy (it's summer in socal) but cover up my tummy. the material is soft and stretchy and it does have a loose shelf bra type inset---so not a real bra but at least something there. i wore a free people bralette with it and it looked perfect! really happy with this top!",5,1,0,General,Tops,Knits
11246,375,61,Cute jacket,I just received this jacket in the cream color. it is so cute! you can change it from 3/4 to full length sleeves. i ordered both an xs and s and kept the s after i saw that i could cinch the waist to fit better. in the picture it looks a bit boxier than it really is possibly because not cinched. the material is good quality and the jacket is complete with attention to detail from the buttons to the jean contrast pull on the zipper. i love this jacket! it is a good cross over from athletic to cas,5,1,0,Initmates,Intimate,Lounge
15836,1077,35,,,5,1,0,General,Dresses,Dresses
678,1008,55,Great skirt!,This midi skirt has a really nice drape with great seasonal colors! can't wait to pair it with my wine color booties!,5,1,1,General,Bottoms,Skirts
16647,829,46,Beautiful shirt!,This shirt is beautiful and well-made. the lace is soft - not scratchy at all. looks great with a cream or gray cami underneath.,5,1,0,General,Tops,Blouses
13839,1078,37,Stunning,"I&#39;ve been eyeing this dress for weeks. finally i took the plunge and bought it! the velvet is gorgeous and the style is fun and playful. i know many of the reviewers said it was running large, but i had to order an xl because i nearly got stuck in the l (no stretch). im normally a size 16 and carry most of my weight in my stomach butt and hips. definitely more of a shift than a swing. however its still just lovely. looking forward to paring it with a kimono for a wedding tomorrow!",5,1,0,General,Dresses,Dresses
1916,1035,32,Awesome versatile jeans,"The perfect jeans for daytime and bending down with the kids or dressing up later for night. i love that the cuff isn't sewn, so you can choose to roll them down too. with just the right amount of stretch, they are extremely flattering. they are definitely my new favorite pair this season!",5,1,1,General Petite,Bottoms,Jeans
16636,1133,61,,"Looking for a stylish rain resistant coat to wear to ireland this fall and looks like this could fit the bill. the 30inch length is perfect. the faux fur lined collar and opening edges is a lovely touch, fur ends about 6 inches in so not fully lined, but great for weather in 50's-low 60's with a sweater added . ample room for that. i love the look, wish the pockets were just a bit bigger, i can barely fit my hand in. but overall i think it's a keeper.
i ordered m/l and am usually a medium or la",5,1,5,General Petite,Jackets,Outerwear
5014,562,25,Not as it seems,"I thought this would be a cute business attire skirt. i hate to say it, but i felt like it flared out as if i were amelia bedelia or some whacky children's book character and not retailer. the fabric made it look bulky. i sadly had to return it.",1,0,5,General,Trend,Trend
12588,937,35,Favorite new fall sweater!,"This sweater is absolutely adorable! i was worried about the layers looking too frumpy but they were not - i normally wear a size medlum (8), but i sized down on this sweater on a gut feeling and bought a small --i didn't want it to be too loose or billowy, and it fits perfectly. will be so cute with jeans but also with skirts for work! you will be so happy you bought this one.",5,1,17,General,Tops,Sweaters
4124,1098,37,So comfortable,"I love the style of this dress, comfortable but chic, and it feels great!",5,1,0,General Petite,Dresses,Dresses
23272,862,45,Interesting and unique,"I love the way this top fits! i am busty on top and smaller on bottom, and it really flatters. it's funny to see it called ""off the shoulder"" b/c so far i have worn it on the shoulders. when worn on the shoulders, the neck is very flattering, kind of like a cowl neck. i probably would not wear it off the shoulder b/c of the whole bra strap challenge. i got the charcoal color which looks great with jeans or black leggings.",5,1,6,General,Tops,Knits
6394,1038,23,Flattering,"These jeans look amazing on. i'm 5'5"" and an hourglass figure and these fit perfectly. if you like high waisted jeans, these are for you! a small heal does need to be worn but i wouldn't say they are excessively long.",5,1,0,General,Bottoms,Jeans
21964,1047,37,Cute and comfy,"These are very versatile pants. you can pair them with a tank top and flip flops and be ready for a casual summer day or pair them with a dressy top and heels and be ready for a formal function. i've only worn these once to a formal city function and felt put together and comfortable. with the pants i wore a black lace button up top, satin peep toe heels, black tuxedo jacket and a chunky necklace...very cute. my husband loved it. i'm 5'3"", 117 lbs and the xs fit perfectly. they only downside to",5,1,3,General,Bottoms,Pants
9231,1027,19,Best jeans!,"I disagree with the reviewer that says these are more straight-legged. for me they fit tight throughout. sits perfectly on the waist with just enough stretch, but they still look very structured. i'm 5'0, 110 lbs and the 26 fit me perfectly. the length was perfect for my height. often pants are too loose in the ankle for me, but these are snug and perfect to wear with booties.",5,1,0,General,Bottoms,Jeans
7979,1099,30,Love,I love the length of the dress and the fun swing the skirt has. the print is wonderful.,5,1,1,General Petite,Dresses,Dresses
8150,472,35,Run large,"First off, they are much prettier irl than in the photos online. they fit very large on me. i am usually a 8 or 10 but have hips so ordered the10. wrong decision. i needed the 8.",5,1,1,General Petite,Bottoms,Pants
7848,1110,30,Ethereal beauty,"I chose this dress for my engagement photoshoot and i'm so glad i did! it is beyond beautiful, my favorite dress ever!",5,1,3,General Petite,Dresses,Dresses
6746,1094,39,Love & adore!,"Count me in as a five star lover of this dress! the details are so rich and interesting, so be prepared to get noticed when wearing. i'm happy to say that getting the size medium regular (instead of petite) was a good choice for my top heavy frame. the chest is fitted but not tight, the length is a not-too-short above knee, the tiered layers swing so nicely, and the beads/sequins add a touch is whimsy to the design. my one negative is the tassels at the neck tie--soo heavy cumbersome to style. o",5,1,6,General,Dresses,Dresses
13075,1059,39,Ok i get it now,This was a return in my sale room and i just decided to try it on. love it! fits true to size thought kind of hard to zip up all the way. colors are great. got the petite size. the pattern is different for each one so each is unique. mine has. lot more navy blue.,5,1,0,General,Bottoms,Pants
22640,1094,80,Fantastic product,"This arrived today and i am thrilled with it. the material is soft but not at all clingy. it drapes perfectly, falling just above the knee. there is a matching slip that is as nicely made as the dress itself. what a find!",5,1,8,General Petite,Dresses,Dresses
8027,877,29,So comfy!,"Love this jacket! the sleeves are a little big/loose but it's not quite as flattering as it could be, but it's so comfy it's worth it! great quality.",5,1,0,General Petite,Tops,Knits
19177,1121,28,Cannot wait for spring!,I saw this trench in an email a couple weeks back and instantly fell in love. i bought it for myself for my birthday and got it just the other day and it is just as beautiful in person as it is online. fits true to size and is so flattering. i love the true navy color and cannot wait to wear this on cool spring nights!!,5,1,1,General,Jackets,Outerwear
18223,825,49,,"This top is very cute. it is a high low top that i wasn't expecting, but love it. the picture doesn't do it justice it fits closer to the body than on model. fits true to size usually a small and this one fits well in small. got at a ridiculous price which is an added bonus. will get a lot of wear out of this top.",5,1,2,General,Tops,Blouses
22555,1098,48,"Unique style, with comfy fit","This dress definitely runs large, so i ordered it through my local store, in order to get a size that would fit. i ordered one size down, but could have gone down 2. i love the embroidered design. i just wore the dress to a slovak festival, yesterday, and it fit right in :-) very comfortable, and fun to wear.",5,1,0,General,Dresses,Dresses
21302,239,40,Gorgeous swim suit,Love the design and print. absolutely beautiful bathing suit. would size up on the bottoms. top is true to size.,5,1,1,Initmates,Intimate,Swim
8011,1022,41,Super flattering!,"I really love these jeans! this is my second pair of ags and they're so comfortable. i will say that these jeans are super long! i have long legs and it takes a 3 inch lift from my shoes to get them to hit correctly. if you're short, you can expect to get them hemmed. the high waist is great! size down in ag because they tend to stretch and being high waisted they for differently!",5,1,2,General,Bottoms,Jeans
3392,836,62,Size up if you're busty,"I've been looking for a great white blouse for awhile, and this is it! the tie waist is especially flattering for hourglass figures, but i'm sure it would add some curves to any body type. the fabric is soft, not crisp, and drapes beautifully. you definitely will be doing some ironing, though. it's a bit sheer, but i always wear nude bras and felt no need for a cami. i did buy the regular, rather than petite sizing and usually wear a 0 or 2, but had to size up to a 4 regular to avoid gaping in f",5,1,1,General Petite,Tops,Blouses
74,1081,59,,I passed up this dress so many times in the store and finally tried it on today because i wanted a casual dress while traveling in the cape. i was surprised how much cuter it is on than on hanger. i sized down to get a more fitting look and really made a difference for me in style. i was not a fan of the way it looked so loose on model. it looks really cute fitted and a bit sexy even. it is lined and very comfy and can be dressed up a but for work with a cardi. i believe i will get a lot of wear,5,1,1,General Petite,Dresses,Dresses
17259,850,47,Watermelon dream!,"This top is my new favorite. i thought it might have too much volume, but it does not. it is very flattering. the color looks just like the picture.",5,1,1,General,Tops,Blouses
19927,1019,41,"High quality, size up","This skirt is a beautiful fabric, heavy and soft, and fully lined. it has two sets of snaps on the inside so you can adjust the waist size. i purchased a medium, but found that there wasn't enough of an overlap in the split to be decent (it flaps open when i walk, revealing nearly everything!), so i will be exchanging for a large. for reference, i typically wear a size 10 or 12 in pants and skirts. the color is true to the photos, with a matte finish. i am 5'8"" and length hit me below the knee.",5,1,0,General,Bottoms,Skirts
21574,825,38,Lovely top; size down,"I'm an xl in retailer tops, and to be frank sometimes some of the xl are too fitted and i return them. i bought this blouse in size large and it fits loose everywhere. it drapes very nicely in the front and back, and the arms fit loose. i'm making a point to say this to let people know to size down. 
-
i was concerned this blouse might be too short because it looks very short on the model, but for me it hits at a nice length; i have a short waist and am busty. the lace doesn't hit my neck",5,1,8,General,Tops,Blouses
17254,1072,37,Gorgeous and comfortable dress,"I tried this dress on in-store and fell in love with it as soon as i put it on. it's beautifully made, the fabric is soft, comfortable, and free-moving, and overall it has a lovely vintage, romantic look. i actually ended up wearing it for a family photo shoot the next week, and was pleased with how it looked in our photos as well, especially the lovely way the fabric draped. another reviewer said it seemed baggy and oddly-shaped; it does seem shapeless before you tie the waist tie, but once tha",5,1,7,General,Dresses,Dresses
588,875,46,Awkward style,Fits very strange. odd cut. does not look well on.,2,0,1,General,Tops,Knits
9136,872,31,Details and versatility,This top is easy to dress up with a blazer or wear casually with jeans and trainers. so many nice details and a great fit!,5,1,0,General Petite,Tops,Knits
16299,364,49,,"This is absolutely gorgeous cardigan! the pictures don't do it justice! it's comfortable and soft and very trendy at the same time! i bought it in teal and in medium, i am 5'3"" and usually wear 10-12! even though i think it runs tts, but for more fitted look, medium fits better ! i am blond and this color looks great! i also loved it when unzipped the upper part, it looked even better! it is perfect with leggings in grey, blue, green and black, also beautiful with aqua flora leggings and with re",5,1,8,General Petite,Intimate,Lounge
12657,762,35,Love love love this!,I went into the store to try this one on bc of my broad shoulders and muscular build (in arms) as sometimes the open shoulder pieces fit snug. this dress was perfect and so soft!!! fit me like a glove! i have a long torso and am 5'8'' so it's a little short - but throw on some tights and booties and it's perfect! i'm a size 10/12 and got a large :),5,1,3,General Petite,Intimate,Lounge
5088,1035,34,These stretch out horribly,"I've never had a problem with pilcro jeans. i own several pairs. however, i ordered my regular size 28 (i'm 5'3, 120 pounds) and not only were these jeans thin, they had zero stretch and after 1 hour of wear stretched out horribly. they fit really loose and hung around my knees and legs which is very disappointing for a skinny jean.",2,0,3,General,Bottoms,Jeans
18577,604,33,I love stevie everything,Stevie styled ags are my favorite! love the waist! love the length of the short! not to long and not too short,5,1,0,General,Bottoms,Shorts
13288,936,38,Weird fit,"This is cut very strangely, i'm short waisted and this barely covered my belly button. the material is rough and scratchy. did not like at all and will be returning.",2,0,0,General Petite,Tops,Sweaters
16287,933,32,,"I love this sweater it's so cute and so soft, and warm!",5,1,0,General,Tops,Sweaters
5894,862,51,Really pretty and feminine,"I love this blouse. it reminds me of something out of europe with the swiss dot and crochet delicate sleeves. i ordered the xsp and it fits perfect. i'm 4' 11"" so the shortness of the top isn't a factor. the material drapes nicely and doesn't make me look wide or boxy. i was afraid that the sleeves were going to be overly puffy put luckily they are not. the only thing to note is that the color is more on the tan / beige side rather than pink. i find with a lot of retailer tops that the colors are",5,1,2,General Petite,Tops,Knits
21396,1092,32,,"Really cute dress for work. fits exactly as i expected. this dress is very comfortable and looks put together on days when you're being lazy and just want to ""throw something on"".",5,1,5,General,Dresses,Dresses
18270,854,36,Pretty and girly,I bought this top in navy and am so happy with my purchase. it's pretty and feminine. it looks great with jeans as well dressing it up for work. very happy with this purchase.,5,1,2,General,Tops,Knits
